Max_Value,Neuron_Index,Predicted_Label
8.392313003540039,46,7
13.09692096710205,63,2
7.499483108520508,29,1
12.808184623718262,92,0
10.635260581970215,74,4
11.838239669799805,29,1
9.973261833190918,67,4
9.614212989807129,96,9
11.471924781799316,28,5
15.661417961120605,33,9
17.92420196533203,80,0
12.401057243347168,85,6
9.593209266662598,74,9
13.723441123962402,15,0
12.693146705627441,0,1
11.034672737121582,16,5
11.833558082580566,74,9
11.397489547729492,77,7
12.11113166809082,52,3
9.558287620544434,91,4
8.069857597351074,94,9
10.239354133605957,49,6
11.09351634979248,25,6
9.86712646484375,81,5
8.493674278259277,116,4
23.28268051147461,72,0
10.937374114990234,10,7
10.743572235107422,91,4
13.407591819763184,27,0
8.660195350646973,86,1
8.204038619995117,16,3
8.067533493041992,86,1
13.283698081970215,19,3
13.78360366821289,85,4
10.1838960647583,34,7
12.731485366821289,15,2
10.389970779418945,102,7
9.868551254272461,0,1
11.245417594909668,2,2
13.309884071350098,29,1
7.156094074249268,0,1
7.636775493621826,102,7
9.630654335021973,94,4
10.683433532714844,85,2
9.425957679748535,47,3
8.546890258789062,81,5
9.853958129882812,16,1
11.171905517578125,85,2
13.500466346740723,19,4
10.193729400634766,74,4
9.855745315551758,103,6
12.461705207824707,24,3
9.565982818603516,8,5
7.951694965362549,19,5
11.755627632141113,85,6
10.599798202514648,27,0
12.033199310302734,19,4
9.995277404785156,29,1
10.833470344543457,124,9
8.79911994934082,61,5
18.746511459350586,10,7
9.853588104248047,15,8
6.579932689666748,67,9
9.430163383483887,32,3
16.537761688232422,24,7
7.184200286865234,65,4
12.405584335327148,25,6
15.556876182556152,74,4
11.655921936035156,26,3
24.815183639526367,72,0
13.930397987365723,82,7
25.923391342163086,72,0
12.095633506774902,123,2
11.63686466217041,32,9
11.603967666625977,0,1
11.951656341552734,82,7
9.787338256835938,2,3
11.2077054977417,36,2
9.375744819641113,94,9
17.39392852783203,82,7
12.935038566589355,116,7
11.205558776855469,49,6
14.175393104553223,44,2
11.818881034851074,116,7
11.949738502502441,19,8
12.118609428405762,67,4
9.570106506347656,36,7
12.878146171569824,16,3
14.204111099243164,25,6
9.879825592041016,29,1
8.942572593688965,26,3
13.610389709472656,49,6
7.754322052001953,55,9
13.932679176330566,16,3
10.224560737609863,86,1
12.030355453491211,49,4
8.112225532531738,86,1
13.335132598876953,24,7
10.059173583984375,49,6
13.277109146118164,14,9
12.22657585144043,25,6
15.995772361755371,80,0
13.200613021850586,19,5
12.112154006958008,42,4
13.254278182983398,19,5
8.94888687133789,74,9
13.358993530273438,15,2
10.482254981994629,9,1
7.528501033782959,125,9
11.82027530670166,91,4
10.529715538024902,106,8
12.98740005493164,29,7
11.37523078918457,2,3
9.885163307189941,74,9
9.508133888244629,86,7
10.396611213684082,49,4
8.394336700439453,94,4
12.441125869750977,124,4
9.828824996948242,74,9
11.978898048400879,84,2
14.65610122680664,19,5
8.422501564025879,49,4
7.153310775756836,74,7
10.543818473815918,49,6
13.69611644744873,94,7
7.804206848144531,111,9
15.685396194458008,14,0
12.19092082977295,67,5
12.849381446838379,19,8
11.727444648742676,8,5
16.351276397705078,49,6
17.454574584960938,98,6
15.12496566772461,16,5
13.813287734985352,74,7
11.569161415100098,8,8
12.50035572052002,29,1
10.302647590637207,27,0
13.548951148986816,29,1
14.838252067565918,25,6
12.834707260131836,25,4
8.564294815063477,49,6
12.118311882019043,10,7
10.404390335083008,102,3
9.497834205627441,29,1
8.847074508666992,24,7
8.833761215209961,86,1
9.275613784790039,19,8
14.062368392944336,44,2
9.740220069885254,15,0
8.80955982208252,101,2
10.4357328414917,116,9
14.913455963134766,19,8
8.997760772705078,67,5
9.282443046569824,63,5
8.124472618103027,0,1
12.348979949951172,81,5
9.913238525390625,85,6
10.772459030151367,14,0
12.830695152282715,16,3
9.920639038085938,65,4
10.926126480102539,37,4
11.97601318359375,85,6
15.774463653564453,102,5
11.464457511901855,74,4
13.668124198913574,25,6
13.754380226135254,21,5
14.630416870117188,74,4
10.720194816589355,61,5
11.979254722595215,0,1
9.094964981079102,91,4
10.247876167297363,42,4
11.358563423156738,32,7
16.449092864990234,54,2
9.233531951904297,2,3
7.742288589477539,32,2
5.3556437492370605,29,7
8.518681526184082,0,1
10.073016166687012,19,8
10.503928184509277,29,1
11.50731086730957,63,8
9.535365104675293,29,1
13.619452476501465,63,8
10.195011138916016,8,5
28.738351821899414,72,0
11.656455993652344,47,8
12.181488037109375,74,9
14.006776809692383,29,2
14.126916885375977,102,5
17.8504638671875,72,0
7.643333911895752,86,1
11.70317554473877,36,1
7.756481647491455,16,1
13.097833633422852,123,0
7.829163074493408,94,9
