neuron,label,count
1245,T,1
1245,F,1
1245,Q,1
1245,U,1
1245,E,1
1245,Y,1
1245,C,2
1245,R,1
1245,M,1
1694,S,1
1694,Y,1
1694,F,1
1694,B,1
1694,T,1
1694,G,1
1694,Z,1
1694,P,1
1694,M,1
1694,D,1
437,Y,1
437,S,1
437,L,1
437,C,1
437,P,1
437,E,1
437,T,1
437,X,1
437,K,1
437,O,1
1200,Y,2
1200,P,1
1200,T,1
1200,G,1
1200,N,1
1200,O,1
1200,Q,1
1200,V,2
472,W,2
472,L,1
472,C,1
472,[,1
472,Y,1
472,R,1
472,O,1
472,J,1
472,K,1
2133,U,2
2133,R,1
2133,Z,1
2133,C,3
2133,N,1
2133,E,1
2133,O,1
2176,W,1
2176,F,1
2176,S,1
2176,I,1
2176,T,1
2176,Y,1
2176,L,1
2176,K,1
2176,G,1
2176,N,1
1568,E,1
1568,Y,1
1568,Z,1
1568,S,2
1568,Q,1
1568,D,1
1568,C,2
1568,T,1
736,I,1
736,T,2
736,B,1
736,D,1
736,E,1
736,K,1
736,Z,1
736,Y,1
736,V,1
1595,T,2
1595,C,1
1595,U,1
1595,K,1
1595,Z,1
1595,H,1
1595,L,1
1595,Q,1
1595,E,1
1144,W,1
1144,K,2
1144,G,1
1144,B,1
1144,C,1
1144,Z,1
1144,Y,1
1144,O,1
1144,X,1
1907,O,1
1907,W,2
1907,G,1
1907,J,1
1907,V,1
1907,S,1
1907,N,1
1907,E,1
1907,R,1
773,U,2
773,C,1
773,B,1
773,E,1
773,S,1
773,F,1
773,R,1
773,K,1
773,D,1
1101,S,1
1101,Y,1
1101,E,1
1101,O,1
1101,T,2
1101,K,1
1101,X,1
1101,B,1
1101,C,1
1942,E,1
1942,S,2
1942,Q,1
1942,Y,1
1942,[,1
1942,O,1
1942,C,1
1942,Z,1
1942,X,1
2232,Z,1
2232,F,1
2232,X,2
2232,V,1
2232,W,1
2232,[,1
2232,E,1
2232,M,1
2232,B,1
2277,S,1
2277,Y,2
2277,P,1
2277,Q,1
2277,N,2
2277,M,1
2277,V,1
2277,D,1
36,C,1
36,T,1
36,I,1
36,M,1
36,B,1
36,Y,1
36,[,1
36,P,1
36,Z,2
73,C,1
73,Y,1
73,K,1
73,U,1
73,W,2
73,F,1
73,[,1
73,T,1
73,J,1
1669,M,2
1669,L,1
1669,S,1
1669,U,2
1669,D,2
1669,X,1
1669,K,1
858,T,1
858,D,1
858,M,1
858,Z,1
858,E,3
858,G,1
858,I,1
